"DailySecond" "GPIO_C" "GPIO_PY" "Humidity" "Temperature" "Pressure"
3626 12145 12154.5 59.87 17.6 1019.15
3656 12144 12155.5 59.85 17.6 1019.15
3686 12143 12157 59.8 17.6 1019.13
3716 12146 12157 59.805 17.6 1019.11
3747 12146 12157 59.78 17.6 1019.09
3777 12143 12156 59.73 17.6 1019.09
3807 12142 12155 59.73 17.6 1019.09
3837 12144 12157 59.74 17.6 1019.11
3867 12145 12157 59.77 17.6 1019.11
3899 12146 12157 59.795 17.6 1019.11
3929 12146.5 12158.5 59.76 17.6 1019.12
3959 12145 12156 59.75 17.6 1019.11
3989 12145 12156 59.74 17.6 1019.1
4019 12146 12157 59.74 17.6 1019.09
4049 12146.5 12157 59.75 17.6 1019.08
4079 12146 12155 59.77 17.6 1019.07
4110 12145.5 12156 59.74 17.6 1019.06
4140 12145.5 12158 59.69 17.6 1019.05
4170 12146 12159 59.71 17.6 1019.04
4200 12146.5 12156.5 59.72 17.6 1019.03
4230 12145 12154 59.695 17.5 1019.03
4260 12145 12154.5 59.665 17.5 1019.01
4291 12146 12159 59.65 17.5 1019
4321 12145.5 12159 59.66 17.5 1018.985
4351 12147 12160 59.68 17.5 1018.99
4381 12150 12161 59.675 17.5 1018.995
4411 12151 12160 59.705 17.5 1018.99
4441 12149 12160.5 59.71 17.5 1018.98
4472 12149.5 12162 59.685 17.5 1018.99
4503 12152 12164 59.68 17.5 1018.99
4533 12148 12162.5 59.67 17.5 1018.98
4563 12148 12160.5 59.66 17.5 1018.99
4593 12152.5 12163 59.65 17.5 1018.98
4623 12151.5 12162.5 59.67 17.5 1018.97
4653 12152 12164.5 59.71 17.5 1018.97
4683 12154.5 12163 59.72 17.5 1018.96
4714 12148 12161.5 59.73 17.5 1018.955
4744 12148 12160 59.74 17.5 1018.95
4774 12148 12160.5 59.745 17.5 1018.93
4804 12150.5 12162 59.75 17.5 1018.93
4834 12153.5 12167 59.74 17.5 1018.94
4864 12154 12166 59.72 17.5 1018.93
4895 12150 12162 59.7 17.5 1018.93
4925 12150 12161.5 59.71 17.5 1018.92
4955 12147 12159.5 59.72 17.5 1018.92
4985 12147 12159.5 59.71 17.5 1018.91
5016 12148 12160 59.71 17.5 1018.91
5046 12147 12160 59.73 17.5 1018.905
5076 12148 12159 59.72 17.5 1018.9
5107 12148.5 12156.5 59.69 17.5 1018.9
5137 12149 12159 59.68 17.5 1018.92
5167 12150.5 12160 59.67 17.5 1018.92
5197 12151.5 12160.5 59.66 17.5 1018.91
5227 12151.5 12161 59.66 17.5 1018.9
5257 12149.5 12161 59.695 17.5 1018.91
5287 12150.5 12162 59.735 17.5 1018.92
5318 12153 12163.5 59.72 17.5 1018.92
5348 12152.5 12164 59.72 17.5 1018.92
5378 12151 12162.5 59.72 17.5 1018.92
5408 12151 12165 59.715 17.5 1018.91
5439 12150 12164 59.73 17.5 1018.9
5470 12148 12163.5 59.73 17.5 1018.88
5500 12149.5 12160 59.725 17.5 1018.88
5530 12153 12156.5 59.7 17.5 1018.87
5560 12151 12159 59.7 17.5 1018.85
5590 12148 12159 59.72 17.5 1018.85
5621 12150 12163 59.73 17.5 1018.86
5651 12151 12163 59.71 17.5 1018.86
5681 12151 12162.5 59.71 17.5 1018.86
5711 12150 12160.5 59.71 17.5 1018.86
5741 12148 12157.5 59.71 17.5 1018.86
5771 12147 12155 59.73 17.5 1018.855
5801 12146.5 12155 59.77 17.5 1018.85
5832 12150 12157 59.785 17.5 1018.85
5862 12151 12158 59.91 17.5 1018.85
5892 12150.5 12160.5 59.87 17.5 1018.85
5924 12147.5 12158.5 59.815 17.5 1018.845
5954 12146.5 12159 59.76 17.5 1018.85
5985 12149 12161 59.755 17.5 1018.85
6015 12153 12164.5 59.77 17.5 1018.87
6045 12153 12165.5 59.74 17.5 1018.89
6075 12151.5 12163 59.75 17.5 1018.9
6105 12150 12161 59.8 17.5 1018.93
6135 12150 12159 59.78 17.5 1018.94
6166 12150 12158 59.74 17.5 1018.96
6196 12150.5 12160 59.72 17.5 1018.97
6226 12157 12167 59.77 17.5 1018.98
6256 12155 12167 59.83 17.5 1018.98
6286 12152 12163 59.915 17.5 1018.97
6316 12153.5 12163.5 59.89 17.5 1018.96
6346 12155 12165 59.81 17.5 1018.95
6377 12154.5 12165 59.81 17.5 1018.94
6407 12154 12165 59.83 17.5 1018.94
6437 12156 12165 59.895 17.5 1018.93
6467 12154.5 12165 59.915 17.5 1018.91
6497 12154 12166.5 59.935 17.5 1018.9
6527 12154 12166 59.925 17.5 1018.89
6557 12153 12164 59.9 17.5 1018.86
6588 12148.5 12161.5 59.9 17.5 1018.83
6619 12149 12162 59.88 17.5 1018.81
6649 12152 12162.5 59.88 17.5 1018.8
6679 12152.5 12160.5 59.87 17.5 1018.78
6709 12150 12158.5 59.85 17.5 1018.775
6739 12149 12158.5 59.84 17.5 1018.77
6770 12151 12160.5 59.85 17.5 1018.76
6800 12151 12163 59.85 17.5 1018.76
6830 12151 12165 59.87 17.5 1018.78
6860 12151 12161 59.88 17.5 1018.79
6890 12150.5 12163 59.88 17.5 1018.81
6920 12150 12163 59.89 17.5 1018.82
6950 12149 12162 59.9 17.5 1018.83
6981 12151.5 12164 59.94 17.5 1018.83
7011 12157 12169.5 59.99 17.5 1018.83
7042 12153 12164.5 59.98 17.5 1018.815
7072 12156.5 12166 59.975 17.5 1018.82
7102 12155 12166 59.985 17.5 1018.815
7132 12154.5 12165 60.005 17.5 1018.81
7163 12153 12164 60.02 17.5 1018.81
7193 12151 12163 60.01 17.5 1018.81
7223 12151.5 12164 60 17.5 1018.81
7253 12152.5 12164 59.99 17.5 1018.81
7283 12152.5 12165.5 59.99 17.5 1018.81
7313 12152.5 12166 59.965 17.5 1018.81
7343 12151 12163.5 59.94 17.5 1018.8
7374 12152 12164.5 59.94 17.5 1018.78
7404 12155 12167 59.925 17.5 1018.75
7434 12151.5 12164 59.92 17.5 1018.73
7465 12149 12162 59.93 17.5 1018.73
7495 12150 12164 59.965 17.5 1018.72
7525 12150 12164 59.995 17.5 1018.71
7556 12148.5 12163.5 60.01 17.5 1018.71
7586 12149 12163 59.97 17.5 1018.71
7616 12151 12161 59.94 17.5 1018.68
7646 12151 12159 59.95 17.5 1018.67
7676 12151 12159 59.98 17.5 1018.66
7706 12152 12161.5 59.99 17.5 1018.655
7736 12152 12163.5 59.95 17.5 1018.65
7767 12152 12162.5 59.92 17.5 1018.64
7797 12152 12160.5 59.92 17.5 1018.64
7827 12151.5 12161.5 59.93 17.5 1018.65
7857 12152 12160 59.91 17.5 1018.66
7887 12152 12162 59.87 17.5 1018.67
7917 12152 12161 59.89 17.5 1018.68
7947 12150.5 12160 59.89 17.5 1018.68
7978 12151.5 12163 59.86 17.5 1018.67
8008 12153 12162.5 59.905 17.5 1018.66
8038 12150 12160.5 59.945 17.5 1018.64
8068 12151 12159 59.96 17.5 1018.62
8099 12152 12160 59.96 17.5 1018.6
8129 12152 12160 59.935 17.5 1018.6
8160 12150 12158 59.925 17.5 1018.6
8190 12149 12159 59.895 17.5 1018.6
8220 12150 12162 59.87 17.5 1018.59
8250 12152 12161 59.865 17.5 1018.58
8280 12155 12166 59.865 17.5 1018.57
8310 12157 12166.5 59.86 17.5 1018.55
8341 12153 12161 59.86 17.5 1018.54
8372 12151.5 12159 59.86 17.5 1018.54
8402 12153.5 12161 59.89 17.5 1018.53
8432 12152 12160 59.94 17.5 1018.52
8462 12150 12159 59.93 17.5 1018.52
8492 12152 12161.5 59.855 17.5 1018.53
8522 12153 12161.5 59.86 17.5 1018.53
8553 12153 12160 59.85 17.5 1018.52
8583 12153 12160 59.82 17.5 1018.52
8613 12153 12161 59.82 17.5 1018.52
8643 12152 12161.5 59.825 17.5 1018.515
8673 12152 12161 59.86 17.5 1018.51
8703 12152 12162 59.86 17.5 1018.52
8734 12153 12161 59.805 17.5 1018.51
8764 12154 12161 59.795 17.5 1018.51
8794 12153 12163 59.82 17.5 1018.51
8824 12157 12164 59.83 17.5 1018.5
8854 12157.5 12167 59.84 17.5 1018.49
8885 12154.5 12164 59.86 17.5 1018.49
8915 12155.5 12164.5 59.875 17.5 1018.47
8946 12153.5 12165 59.91 17.5 1018.47
8976 12150 12164 59.92 17.5 1018.48
9006 12151.5 12164 59.93 17.5 1018.465
9036 12152 12162.5 59.89 17.5 1018.44
9066 12151.5 12161.5 59.88 17.4 1018.435
9096 12151.5 12162 59.89 17.4 1018.44
9127 12153 12162 59.89 17.4 1018.44
9157 12152 12162 59.92 17.4 1018.44
9187 12149 12163 59.95 17.4 1018.44
9217 12148.5 12162.5 59.95 17.4 1018.46
9247 12148 12161.5 59.94 17.4 1018.46
9277 12148 12161 59.93 17.4 1018.46
9308 12149 12161 59.87 17.4 1018.48
9338 12147 12162 59.85 17.4 1018.49
9369 12148 12160.5 59.85 17.4 1018.48
9399 12149 12160 59.85 17.4 1018.47
9429 12149 12161.5 59.87 17.4 1018.45
9459 12149.5 12163 59.88 17.4 1018.44
9489 12149 12161 59.865 17.4 1018.44
9520 12149 12163 59.84 17.4 1018.44
9550 12150 12163 59.84 17.4 1018.43
9580 12149 12162 59.86 17.4 1018.42
9610 12148.5 12162 59.885 17.4 1018.42
9640 12148.5 12160.5 59.87 17.4 1018.42
9670 12148 12160 59.82 17.4 1018.41
9700 12149 12162 59.79 17.4 1018.41
9731 12149 12163 59.79 17.4 1018.41
9761 12149.5 12162 59.805 17.4 1018.4
9791 12149 12162 59.8 17.4 1018.4
9821 12149 12162 59.78 17.4 1018.39
9852 12149.5 12162 59.795 17.4 1018.39
9882 12151 12162 59.82 17.4 1018.37
9912 12151 12161 59.83 17.4 1018.37
9943 12149 12160 59.815 17.4 1018.38
9973 12150.5 12160 59.8 17.4 1018.4
10003 12151 12161 59.87 17.4 1018.395
10033 12151 12160 59.82 17.4 1018.38
10063 12151 12161 59.79 17.4 1018.37
10093 12152 12161 59.82 17.4 1018.36
10124 12152 12161 59.825 17.4 1018.37
10154 12152 12161 59.84 17.4 1018.38
10184 12151.5 12163 59.9 17.4 1018.365
10214 12152 12164 59.91 17.4 1018.34
10244 12152 12162.5 59.9 17.3 1018.33
10274 12151 12162 59.9 17.3 1018.33
10304 12149 12162.5 59.92 17.3 1018.33
10335 12146.5 12162 59.985 17.3 1018.34
10366 12148.5 12162 59.985 17.3 1018.34
10396 12150 12162 59.955 17.4 1018.32
10426 12152 12162 59.925 17.4 1018.33
10456 12153.5 12162 59.87 17.4 1018.33
10486 12153 12163 59.87 17.4 1018.32
10516 12152 12163 59.885 17.4 1018.32
10547 12150 12163 59.89 17.4 1018.33
10577 12150 12162.5 59.9 17.4 1018.32
10607 12149.5 12162 59.92 17.4 1018.3
10637 12149 12163 59.93 17.4 1018.28
10667 12149.5 12164 59.96 17.4 1018.26
10697 12149 12162.5 59.96 17.4 1018.26
10727 12152 12162 59.98 17.3 1018.26
10758 12153 12165 60.02 17.3 1018.26
10788 12150 12164 60.05 17.3 1018.26
10819 12149 12163 60.1 17.3 1018.255
10849 12149 12161 60.11 17.3 1018.25
10879 12149.5 12162 60.11 17.3 1018.24
10909 12152 12163 60.11 17.3 1018.24
10940 12148.5 12163 60.06 17.4 1018.24
10970 12149 12161.5 60.075 17.4 1018.24
11000 12150 12159 60.075 17.4 1018.24
11030 12149 12159 60.04 17.4 1018.24
11060 12149 12161 60.04 17.4 1018.23
11090 12149 12162.5 60.1 17.4 1018.21
11120 12149.5 12162.5 60.13 17.4 1018.2
11151 12149 12162 60.13 17.4 1018.19
11181 12149 12163.5 60.16 17.4 1018.18
11211 12150 12163 60.2 17.4 1018.18
11241 12151 12162 60.2 17.4 1018.17
11271 12151 12160.5 60.15 17.4 1018.15
11301 12150 12161 60.16 17.4 1018.13
11331 12150.5 12161 60.185 17.4 1018.11
11362 12150 12162 60.255 17.4 1018.11
11392 12153.5 12164 60.32 17.4 1018.105
11423 12154.5 12161.5 60.25 17.4 1018.1
11453 12154.5 12161 60.24 17.4 1018.1
11483 12154 12161 60.215 17.4 1018.11
11513 12153.5 12161 60.19 17.4 1018.11
11544 12152 12161.5 60.16 17.4 1018.12
11574 12151 12161 60.17 17.4 1018.13
11604 12150.5 12160.5 60.155 17.4 1018.13
11634 12151 12162 60.17 17.4 1018.12
11664 12152 12161.5 60.24 17.4 1018.12
11694 12152.5 12160 60.29 17.4 1018.115
11725 12155 12161.5 60.33 17.4 1018.11
11755 12154 12165 60.39 17.4 1018.11
11785 12151.5 12165 60.38 17.3 1018.1
11815 12152 12165 60.36 17.3 1018.1
11845 12153.5 12167 60.4 17.3 1018.1
11875 12154.5 12168 60.4 17.3 1018.11
11905 12155 12166.5 60.38 17.3 1018.12
11936 12155 12167.5 60.39 17.3 1018.115
11966 12153 12167 60.365 17.3 1018.12
11996 12153.5 12165 60.36 17.3 1018.12
12026 12154 12164.5 60.415 17.3 1018.13
12056 12153 12164 60.5 17.3 1018.13
12087 12154.5 12163 60.53 17.3 1018.13
12118 12156 12161 60.53 17.3 1018.13
12148 12156.5 12161 60.51 17.3 1018.13
12178 12156.5 12164 60.49 17.3 1018.16
12208 12157 12165 60.53 17.3 1018.16
12238 12156 12164 60.54 17.3 1018.16
12268 12154 12162 60.53 17.3 1018.16
12298 12152 12161.5 60.53 17.3 1018.16
12329 12151.5 12162.5 60.54 17.3 1018.16
12359 12152 12162 60.55 17.3 1018.17
12389 12156 12162 60.54 17.3 1018.17
12419 12157 12164.5 60.52 17.3 1018.17
12449 12157.5 12164 60.515 17.3 1018.17
12479 12158 12163 60.54 17.3 1018.17
12510 12158 12163 60.58 17.3 1018.17
12540 12157 12163.5 60.6 17.3 1018.17
12570 12153 12163.5 60.6 17.3 1018.17
12600 12153 12161.5 60.61 17.3 1018.19
12630 12153 12163 60.595 17.3 1018.18
12660 12152.5 12164 60.56 17.3 1018.18
12691 12152.5 12165 60.54 17.3 1018.18
12721 12154 12164 60.54 17.3 1018.17
12751 12155 12162.5 60.59 17.3 1018.17
12781 12155 12161 60.67 17.3 1018.16
12811 12155 12161 60.67 17.4 1018.14
12841 12153 12164 60.645 17.4 1018.13
12871 12152 12164.5 60.705 17.3 1018.13
12903 12152 12165.5 60.79 17.3 1018.14
12933 12151 12164.5 60.815 17.3 1018.14
12963 12151 12164 60.835 17.3 1018.14
12993 12152 12162.5 60.86 17.3 1018.15
13023 12152 12161 60.87 17.3 1018.15
13053 12152.5 12162.5 60.87 17.3 1018.14
13083 12152 12164 60.845 17.3 1018.13
13114 12152 12162 60.82 17.3 1018.13
13144 12149.5 12160 60.81 17.3 1018.13
13174 12151 12162.5 60.77 17.3 1018.12
13204 12153 12164 60.7 17.3 1018.115
13234 12155 12162 60.66 17.3 1018.1
13265 12155.5 12163 60.655 17.3 1018.1
13295 12155 12162 60.66 17.3 1018.09
13325 12153.5 12162 60.68 17.3 1018.08
13355 12154 12163 60.65 17.3 1018.07
13385 12156 12163 60.62 17.3 1018.06
13415 12154.5 12161 60.59 17.3 1018.06
13445 12152 12164 60.555 17.3 1018.05
13476 12153 12164 60.56 17.3 1018.05
13506 12154 12164 60.565 17.3 1018.03
13536 12153 12163 60.57 17.3 1018.03
13566 12154 12161 60.59 17.3 1018.04
13596 12155 12161 60.61 17.3 1018.03
13627 12156 12162 60.6 17.3 1018.03
13658 12156 12163 60.58 17.3 1018.02
13688 12155 12163.5 60.56 17.3 1018.015
13718 12151 12162 60.585 17.3 1018.02
13748 12151 12161 60.61 17.3 1018.03
13778 12152 12163 60.585 17.3 1018.03
13808 12152.5 12161.5 60.59 17.3 1018.025
13838 12154 12161 60.57 17.3 1018.015
13869 12155 12162 60.55 17.3 1017.99
13899 12155 12161 60.54 17.3 1017.98
13929 12154.5 12161 60.565 17.3 1017.96
13959 12154.5 12163.5 60.58 17.3 1017.95
13989 12155 12164 60.56 17.3 1017.95
14019 12155 12163 60.58 17.3 1017.95
14050 12150 12163 60.58 17.3 1017.97
14080 12149 12161 60.54 17.3 1017.97
14110 12149 12158 60.55 17.3 1017.96
14140 12147 12159 60.54 17.3 1017.97
14170 12148 12159.5 60.535 17.3 1017.98
14200 12149 12160 60.52 17.3 1017.975
14230 12149 12161 60.51 17.3 1017.98
14261 12152 12162 60.53 17.3 1017.97
14291 12154 12162 60.54 17.3 1017.96
14321 12154 12164 60.52 17.3 1017.96
14351 12154 12162.5 60.5 17.3 1017.96
14381 12153 12163 60.47 17.3 1017.96
14412 12152 12164 60.455 17.3 1017.945
14443 12153 12163.5 60.45 17.3 1017.92
14473 12153 12165 60.42 17.3 1017.9
14503 12154 12166.5 60.425 17.3 1017.9
14533 12153.5 12165.5 60.44 17.3 1017.89
14563 12152.5 12165.5 60.435 17.3 1017.88
14593 12152 12166 60.4 17.3 1017.87
14623 12153 12164.5 60.4 17.3 1017.85
14654 12154 12165 60.43 17.3 1017.85
14684 12154 12166 60.39 17.3 1017.84
14714 12153 12165 60.38 17.3 1017.84
14744 12153 12164 60.39 17.3 1017.83
14774 12154 12162.5 60.44 17.3 1017.81
14804 12154.5 12164 60.51 17.3 1017.81
14835 12154 12165.5 60.52 17.3 1017.81
14865 12155 12164 60.47 17.3 1017.8
14895 12155 12164 60.46 17.3 1017.8
14925 12154 12165.5 60.47 17.3 1017.805
14956 12154.5 12166 60.475 17.3 1017.81
14986 12158.5 12166 60.45 17.3 1017.81
15016 12154.5 12164 60.39 17.3 1017.82
15047 12154 12164.5 60.41 17.3 1017.81
15077 12155 12165 60.44 17.3 1017.81
15107 12154.5 12164 60.48 17.3 1017.81
15138 12155 12165 60.515 17.3 1017.8
15168 12154.5 12166 60.485 17.3 1017.8
15198 12154.5 12165 60.44 17.3 1017.8
15229 12155 12165.5 60.44 17.3 1017.8
15259 12154.5 12167 60.435 17.3 1017.8
15289 12154 12167 60.4 17.3 1017.8
15319 12155 12168 60.38 17.3 1017.81
15349 12156 12168 60.39 17.3 1017.82
15379 12156 12167 60.395 17.25 1017.82
15410 12155.5 12168 60.41 17.2 1017.815
15440 12155 12167 60.48 17.2 1017.82
15470 12155 12167.5 60.555 17.2 1017.82
15500 12156 12168 60.51 17.2 1017.82
15530 12156 12168 60.43 17.2 1017.82
15560 12154 12167 60.39 17.2 1017.82
15591 12155 12165.5 60.44 17.2 1017.83
15621 12155.5 12163.5 60.56 17.2 1017.83
15651 12153 12165 60.59 17.2 1017.82
15681 12154 12166 60.575 17.2 1017.82
15712 12154 12165 60.53 17.2 1017.81
15742 12154 12166.5 60.51 17.2 1017.8
15772 12154 12166 60.485 17.2 1017.79
15803 12155 12167 60.43 17.2 1017.78
15833 12155 12166.5 60.42 17.2 1017.77
15863 12155.5 12166 60.39 17.2 1017.76
15893 12155.5 12167 60.38 17.2 1017.75
15923 12156 12165.5 60.37 17.2 1017.76
15954 12155 12166.5 60.32 17.2 1017.77
15984 12155 12168 60.32 17.3 1017.77
16014 12155.5 12168.5 60.32 17.3 1017.76
16044 12156 12170 60.3 17.3 1017.75
16074 12154 12171 60.32 17.2 1017.74
16104 12154 12169 60.315 17.2 1017.73
16135 12154.5 12169 60.29 17.2 1017.72
16165 12155.5 12170 60.315 17.2 1017.72
16195 12156 12169 60.325 17.2 1017.72
16225 12155 12167 60.31 17.2 1017.72
16255 12155 12165 60.27 17.2 1017.72
16285 12154 12164 60.25 17.2 1017.7
16315 12155 12164 60.21 17.2 1017.7
16346 12155.5 12165 60.215 17.2 1017.7
16377 12155 12167 60.24 17.2 1017.695
16407 12154.5 12166.5 60.21 17.2 1017.69
16437 12154 12165 60.18 17.2 1017.68
16467 12153.5 12166 60.18 17.2 1017.67
16497 12158 12168 60.26 17.2 1017.67
16528 12155 12169 60.3 17.2 1017.66
16558 12155 12164 60.33 17.2 1017.66
16588 12157.5 12164 60.4 17.2 1017.64
16618 12158 12165.5 60.425 17.2 1017.64
16648 12158 12165.5 60.38 17.2 1017.64
16678 12157.5 12167 60.35 17.2 1017.62
16709 12155 12167.5 60.36 17.2 1017.61
16739 12155 12164 60.34 17.2 1017.61
16769 12155 12165.5 60.285 17.2 1017.59
16799 12157 12167 60.27 17.2 1017.59
16829 12160.5 12167 60.27 17.2 1017.585
16859 12160 12168 60.295 17.2 1017.57
16890 12157.5 12169 60.33 17.2 1017.56
16920 12156 12168 60.34 17.2 1017.56
16950 12155 12167 60.345 17.2 1017.555
16980 12161 12168 60.29 17.2 1017.56
17010 12161 12170.5 60.235 17.2 1017.56
17040 12160 12171 60.23 17.2 1017.56
17072 12158 12170.5 60.285 17.2 1017.56
17102 12158.5 12169.5 60.34 17.2 1017.56
17132 12157.5 12169.5 60.31 17.2 1017.56
17162 12157 12170 60.22 17.2 1017.55
17192 12158 12170 60.125 17.2 1017.56
17222 12158 12167.5 60.22 17.3 1017.57
17252 12158 12166 60.36 17.3 1017.56
17283 12157 12169 60.375 17.3 1017.56
17313 12156.5 12168 60.27 17.3 1017.55
17343 12158 12168 60.045 17.3 1017.54
17373 12159.5 12170 59.98 17.3 1017.535
17403 12159.5 12169.5 59.99 17.2 1017.54
17433 12157 12166.5 59.98 17.2 1017.53
17464 12157 12165 60.015 17.2 1017.54
17494 12157 12167 59.99 17.2 1017.54
17524 12157 12169 59.995 17.2 1017.53
17554 12157 12168 60.03 17.2 1017.51
17584 12157 12168.5 60.03 17.2 1017.49
17614 12157 12169 60.04 17.2 1017.48
17645 12156 12167 60.02 17.2 1017.47
17675 12156 12166 59.98 17.2 1017.47
17705 12159 12167 59.985 17.2 1017.46
17735 12161 12168 59.98 17.2 1017.45
17765 12158 12167.5 59.995 17.2 1017.44
17795 12157 12165 59.975 17.2 1017.42
17825 12157 12166 59.945 17.2 1017.41
17856 12157 12167 59.95 17.2 1017.42
17887 12158 12167 59.92 17.2 1017.42
17917 12157.5 12166 59.88 17.2 1017.41
17947 12157.5 12167 59.87 17.2 1017.41
17977 12158 12169.5 59.86 17.2 1017.4
18007 12159.5 12171.5 59.85 17.2 1017.38
18038 12161.5 12172 59.855 17.2 1017.37
18068 12161 12173 59.82 17.2 1017.37
18098 12159.5 12170.5 59.8 17.2 1017.38
18128 12157.5 12171 59.81 17.2 1017.39
18158 12157 12171 59.79 17.2 1017.39
18188 12158 12170 59.78 17.2 1017.4
18219 12159 12169.5 59.76 17.2 1017.39
18249 12159 12171 59.73 17.2 1017.39
