"DailySecond" "GPIO_C" "GPIO_PY" "Humidity" "Temperature" "Pressure"
12055 12136 12127 58.69 17.5 1015.79
12085 12136 12128 58.705 17.5 1015.81
12115 12138.5 12130 58.76 17.5 1015.8
12145 12137 12132 58.83 17.5 1015.79
12177 12138 12133.5 58.875 17.5 1015.78
12207 12143 12137.5 58.83 17.5 1015.775
12237 12142 12138 58.79 17.5 1015.77
12267 12139 12134 58.755 17.5 1015.75
12297 12139 12135.5 58.735 17.5 1015.74
12327 12139 12136.5 58.68 17.5 1015.73
12358 12139 12133.5 58.645 17.5 1015.74
12388 12137 12131 58.69 17.5 1015.76
12418 12137 12131 58.72 17.5 1015.76
12448 12137 12132 58.73 17.5 1015.755
12478 12138.5 12134 58.75 17.5 1015.77
12508 12139 12133.5 58.77 17.5 1015.78
12539 12137 12133 58.82 17.5 1015.79
12569 12138 12133.5 58.865 17.5 1015.785
12599 12138 12134 58.82 17.5 1015.78
12629 12140 12136.5 58.77 17.5 1015.77
12659 12140.5 12136 58.74 17.5 1015.77
12690 12140 12134 58.785 17.4 1015.76
12721 12139 12130.5 58.94 17.4 1015.75
12751 12138 12130 58.91 17.4 1015.74
12781 12139 12131.5 58.87 17.5 1015.74
12811 12141 12133.5 58.83 17.5 1015.75
12841 12141 12134.5 58.81 17.5 1015.76
12871 12140.5 12134 58.81 17.4 1015.76
12902 12141 12133.5 58.86 17.4 1015.76
12932 12141 12134 58.87 17.4 1015.77
12962 12141 12135 58.88 17.4 1015.78
12992 12141 12135 58.91 17.4 1015.78
13022 12143 12135 58.91 17.4 1015.78
13052 12142.5 12135 58.89 17.4 1015.78
13083 12142 12137 58.89 17.4 1015.78
13113 12142.5 12136 58.925 17.4 1015.77
13143 12142 12135 58.935 17.4 1015.755
13173 12144 12137.5 58.91 17.4 1015.75
13203 12144 12137.5 58.89 17.4 1015.75
13233 12143 12136 58.9 17.5 1015.75
13263 12142.5 12134 58.925 17.5 1015.75
13294 12144 12134.5 58.95 17.5 1015.74
13324 12145.5 12138 58.895 17.5 1015.73
13355 12146 12140 58.84 17.5 1015.74
13385 12145 12136 58.87 17.5 1015.74
13415 12144 12135.5 58.92 17.5 1015.74
13445 12143 12136 58.975 17.5 1015.74
13476 12143 12136 59.08 17.5 1015.73
13506 12144 12137.5 59.03 17.5 1015.72
13536 12145 12137 58.88 17.5 1015.72
13566 12144 12136.5 58.83 17.5 1015.74
13596 12146 12139 58.85 17.5 1015.76
13626 12147 12138.5 58.845 17.5 1015.76
13657 12145 12137 58.82 17.5 1015.76
13687 12145 12138 58.82 17.5 1015.775
13717 12146 12137.5 58.86 17.5 1015.78
13747 12148 12141 58.9 17.5 1015.79
13777 12149.5 12142 58.93 17.5 1015.785
13807 12145.5 12137.5 58.9 17.5 1015.77
13837 12143.5 12133.5 58.9 17.5 1015.76
13868 12142.5 12133.5 58.9 17.5 1015.76
13898 12144 12134 58.87 17.5 1015.76
13928 12143.5 12134 58.92 17.5 1015.75
13958 12143 12133 58.93 17.5 1015.74
13988 12143 12132 58.88 17.5 1015.73
14018 12143 12134 58.845 17.5 1015.72
14049 12143 12134 58.84 17.5 1015.73
14079 12143.5 12133 58.84 17.5 1015.73
14109 12143 12132 58.845 17.5 1015.71
14139 12143 12133 58.86 17.5 1015.7
14169 12143 12134 58.97 17.4 1015.71
14199 12142 12134 58.97 17.4 1015.72
14231 12141 12133 58.95 17.4 1015.735
14261 12139.5 12133 58.965 17.4 1015.73
14291 12140 12133 58.995 17.5 1015.73
14321 12141 12133 58.94 17.5 1015.73
14351 12142 12133.5 58.97 17.5 1015.73
14381 12142 12134 58.95 17.5 1015.74
14411 12140.5 12135 58.9 17.5 1015.75
14442 12142 12135 58.86 17.5 1015.745
14472 12142 12136 58.86 17.5 1015.74
14502 12142 12138 58.88 17.5 1015.73
14532 12142 12136.5 58.96 17.5 1015.73
14562 12142 12134 58.94 17.5 1015.75
14592 12141.5 12135.5 58.9 17.5 1015.75
14623 12142 12137 58.9 17.5 1015.74
14653 12142 12137 58.9 17.5 1015.74
14683 12140.5 12136 58.865 17.5 1015.74
14713 12141 12137 58.86 17.5 1015.74
14743 12141 12138 58.875 17.5 1015.76
14773 12141 12137.5 58.91 17.4 1015.77
14804 12141 12137 58.93 17.4 1015.77
14834 12140 12137 58.94 17.4 1015.77
14865 12142 12136.5 58.97 17.4 1015.77
14895 12142.5 12136 58.99 17.5 1015.78
14925 12142 12136.5 58.98 17.5 1015.79
14955 12143 12136.5 58.96 17.5 1015.8
14986 12143 12137 58.97 17.4 1015.81
15016 12141.5 12137 59.05 17.4 1015.8
15046 12142 12137 59.03 17.4 1015.8
15076 12144.5 12137 58.99 17.5 1015.81
15106 12145.5 12135 58.97 17.5 1015.81
15136 12144 12137 58.96 17.5 1015.8
15167 12143 12138 58.96 17.5 1015.79
15198 12143 12137.5 58.985 17.5 1015.79
15228 12145 12138.5 58.95 17.5 1015.785
15258 12146 12137.5 58.9 17.5 1015.775
15288 12148 12139 58.965 17.5 1015.78
15318 12148 12138.5 58.985 17.5 1015.78
15348 12146 12138 58.9 17.5 1015.78
15380 12145.5 12141 58.86 17.5 1015.79
15410 12145 12141 58.87 17.5 1015.78
15440 12147 12142 58.905 17.5 1015.77
15470 12147 12143.5 58.89 17.5 1015.77
15500 12147 12144.5 58.88 17.5 1015.765
15530 12150 12147 58.925 17.5 1015.77
15561 12153 12151 58.975 17.5 1015.77
15591 12151 12148 58.93 17.5 1015.75
15621 12146.5 12142 58.9 17.5 1015.75
15651 12147 12144.5 58.9 17.5 1015.74
15681 12147 12143.5 58.89 17.5 1015.74
15711 12146 12141 58.93 17.4 1015.75
15741 12145 12140.5 58.94 17.4 1015.76
15772 12145 12141.5 58.92 17.4 1015.77
15802 12144 12141 58.92 17.5 1015.77
15833 12145 12139 59.02 17.5 1015.76
15863 12146 12139 59.05 17.5 1015.77
15893 12149 12139 58.99 17.5 1015.77
15923 12147.5 12139.5 58.905 17.5 1015.76
15954 12148 12139 58.9 17.5 1015.76
15984 12148.5 12139 58.98 17.5 1015.75
16014 12147.5 12140.5 58.955 17.5 1015.75
16044 12151 12143.5 58.94 17.5 1015.75
16074 12151 12148 58.985 17.5 1015.75
16104 12149 12141.5 58.995 17.5 1015.73
16135 12147.5 12141 58.945 17.5 1015.735
16165 12147 12141.5 58.925 17.5 1015.74
16195 12148 12141.5 58.92 17.5 1015.74
16225 12146.5 12140 58.92 17.5 1015.76
16255 12146 12139 58.96 17.5 1015.77
16285 12149 12139 58.955 17.5 1015.77
16315 12149 12140.5 58.92 17.5 1015.77
16346 12148 12141 58.89 17.5 1015.77
16376 12148 12144 58.895 17.5 1015.77
16406 12146 12140 58.93 17.5 1015.78
16436 12145.5 12137 58.96 17.5 1015.79
16466 12146 12139 58.92 17.5 1015.79
16497 12146 12138.5 58.86 17.5 1015.79
16528 12145.5 12138 58.84 17.5 1015.79
16558 12145 12139 58.91 17.4 1015.79
16588 12145.5 12140 58.985 17.4 1015.81
16618 12147 12140 58.9 17.4 1015.82
16648 12147 12139.5 58.88 17.4 1015.82
16678 12147 12138 58.895 17.4 1015.83
16709 12146.5 12138.5 58.885 17.4 1015.83
16739 12146 12139.5 58.86 17.4 1015.83
16769 12146 12138.5 58.88 17.4 1015.83
16799 12147 12138 58.93 17.4 1015.83
16829 12147 12139 59.03 17.4 1015.84
16859 12148 12139 59.025 17.4 1015.85
16889 12147.5 12139.5 58.91 17.4 1015.85
16920 12147.5 12139.5 58.96 17.4 1015.85
16950 12149 12140 59.255 17.4 1015.85
16980 12148.5 12140 59.255 17.4 1015.86
17010 12148 12142 59.24 17.4 1015.855
17041 12148 12142 59.245 17.4 1015.85
17071 12148 12143 59.19 17.4 1015.85
17102 12149 12139 59.16 17.4 1015.86
17132 12148 12139 59.155 17.4 1015.87
17162 12148 12139.5 59.08 17.4 1015.85
17192 12148 12139.5 59.07 17.4 1015.84
17222 12149 12139 59.01 17.4 1015.84
17252 12149 12137 59 17.4 1015.84
17283 12149 12140 59.025 17.4 1015.83
17313 12149.5 12141 59.045 17.4 1015.82
17343 12149 12141 59.065 17.4 1015.81
17373 12149 12141.5 59.01 17.4 1015.78
17403 12149 12139 58.98 17.4 1015.77
17433 12148 12138.5 58.98 17.4 1015.765
17464 12148 12139 59.01 17.4 1015.755
17494 12149.5 12141 58.985 17.4 1015.74
17524 12149 12140.5 58.95 17.4 1015.735
17554 12148 12138.5 58.995 17.4 1015.73
17584 12150 12139 59.02 17.4 1015.72
17614 12150 12138.5 58.985 17.4 1015.7
17645 12149 12138.5 58.98 17.4 1015.69
17675 12148 12141 59.025 17.4 1015.69
17705 12148 12141 59.04 17.4 1015.69
17735 12149.5 12141 59.02 17.4 1015.69
17765 12149 12140.5 59.04 17.4 1015.68
17796 12147.5 12139 59.04 17.4 1015.67
17826 12148 12137 59.04 17.4 1015.68
17857 12148 12139 59.03 17.4 1015.69
17887 12147 12140.5 59.05 17.4 1015.7
17917 12149 12139.5 59.035 17.4 1015.71
17947 12149 12141.5 58.965 17.4 1015.7
17977 12149 12142 58.95 17.4 1015.69
18007 12148.5 12142 58.96 17.4 1015.7
18038 12148 12143 59 17.4 1015.72
18068 12149 12140 58.975 17.4 1015.72
18098 12149 12140 58.94 17.4 1015.72
18128 12149 12139.5 58.935 17.4 1015.705
18158 12150 12139 58.91 17.4 1015.7
18188 12151 12141 58.91 17.4 1015.695
18219 12149 12141 58.89 17.4 1015.69
18249 12149 12140 58.87 17.4 1015.69
18279 12150 12141.5 58.9 17.4 1015.68
18309 12149 12141 58.93 17.4 1015.685
